x,y,z,m
0.326151,0.122440,0.326151,0.019501
0.813929,0.943571,0.813929,0.605335
0.148534,0.892270,0.148534,0.459151
0.358501,0.457747,0.358501,0.829249
0.682089,0.476516,0.682089,0.665944
0.883908,0.307413,0.883908,0.450514
0.393780,0.540544,0.393780,0.822687
0.048891,0.895199,0.048891,0.913236
0.721030,0.463607,0.721030,0.788018
0.609546,0.956816,0.609546,0.909543
0.481704,0.108432,0.481704,0.022248
0.641774,0.893246,0.641774,0.368145
0.909360,0.715964,0.909360,0.638295
0.389233,0.227577,0.389233,0.567431
0.313273,0.924497,0.313273,0.577105
0.735801,0.187170,0.735801,0.373821
0.363781,0.914640,0.363781,0.908841
0.303171,0.410657,0.303171,0.605060
0.002258,0.678518,0.002258,0.258339
0.173742,0.779870,0.173742,0.518357
0.976440,0.414533,0.976440,0.356120
0.238075,0.377056,0.238075,0.423902
0.000366,0.046693,0.000366,0.714072
0.167577,0.566729,0.167577,0.422987
0.539811,0.869350,0.539811,0.426160
0.012299,0.202826,0.012299,0.271249
0.222175,0.316538,0.222175,0.094363
0.423414,0.960723,0.423414,0.367107
0.871822,0.856655,0.871822,0.879360
0.500931,0.794153,0.500931,0.864956
0.170141,0.011872,0.170141,0.676229
0.266427,0.517411,0.266427,0.913419
0.940764,0.502823,0.940764,0.415509
0.760613,0.512284,0.760613,0.018677
0.059633,0.517899,0.059633,0.488632
0.766015,0.560015,0.766015,0.532762
0.990326,0.108005,0.990326,0.298959
0.154637,0.798486,0.154637,0.266762
0.943937,0.706076,0.943937,0.937468
0.860683,0.804193,0.860683,0.229194
0.664541,0.771325,0.664541,0.983490
0.478011,0.799219,0.478011,0.489212
0.839167,0.559191,0.839167,0.430586
0.483047,0.983276,0.483047,0.164953
0.132908,0.015564,0.132908,0.737297
0.082247,0.990875,0.082247,0.536821
0.849330,0.796442,0.849330,0.002838
0.684927,0.473159,0.684927,0.285562
0.215278,0.412427,0.215278,0.268044
0.000671,0.805078,0.000671,0.855983
0.291360,0.498276,0.291360,0.941038
0.762261,0.917295,0.762261,0.944700
0.506912,0.207434,0.506912,0.347911
0.073092,0.253365,0.073092,0.113804
0.820154,0.731529,0.820154,0.408826
0.380078,0.851741,0.380078,0.529130
0.503403,0.944945,0.503403,0.438429
0.071047,0.552568,0.071047,0.823237
0.553301,0.174261,0.553301,0.071902
0.697623,0.330058,0.697623,0.083987
0.725822,0.093051,0.725822,0.315653
0.822687,0.749382,0.822687,0.967772
0.196478,0.741050,0.196478,0.722983
0.493210,0.548540,0.493210,0.937620
0.845576,0.668844,0.845576,0.695059
0.337809,0.345653,0.337809,0.626667
0.168157,0.207556,0.168157,0.906552
0.289376,0.470870,0.289376,0.326395
0.809442,0.863124,0.809442,0.856563
0.932890,0.923399,0.932890,0.599872
0.724723,0.835963,0.724723,0.544206
0.477767,0.453475,0.477767,0.020020
0.964660,0.665517,0.964660,0.269539
0.355907,0.769555,0.355907,0.033052
0.085391,0.999725,0.085391,0.559404
0.444075,0.870235,0.444075,0.946471
0.183752,0.489517,0.183752,0.217902
0.911679,0.501267,0.911679,0.042573
0.557390,0.808557,0.557390,0.502609
0.693289,0.737693,0.693289,0.816736
0.989807,0.797479,0.989807,0.424940
0.586505,0.690695,0.586505,0.340526
0.660726,0.733604,0.660726,0.176214
0.974425,0.339885,0.974425,0.750175
0.681112,0.725486,0.681112,0.678365
0.173406,0.490097,0.173406,0.859676
0.253334,0.232276,0.253334,0.259590
0.405683,0.853572,0.405683,0.899228
0.456435,0.708518,0.456435,0.455367
0.397015,0.256813,0.397015,0.378430
0.656087,0.373363,0.656087,0.934049
0.599414,0.972900,0.599414,0.074618
0.539933,0.105350,0.539933,0.547655
0.038636,0.178228,0.038636,0.146031
0.777673,0.461898,0.777673,0.507767
0.787072,0.534745,0.787072,0.370251
0.306162,0.823695,0.306162,0.686300
0.061159,0.896847,0.061159,0.507370
0.239723,0.664327,0.239723,0.041047
0.944304,0.143468,0.944304,0.788263
0.405072,0.944914,0.405072,0.166845
0.734184,0.135197,0.734184,0.527970
0.501724,0.633381,0.501724,0.971038
0.915830,0.796136,0.915830,0.863918
0.886990,0.349284,0.886990,0.474380
0.758873,0.320994,0.758873,0.619160
0.986114,0.133122,0.986114,0.736839
0.540544,0.507218,0.540544,0.290719
0.327555,0.340953,0.327555,0.908322
0.393078,0.211890,0.393078,0.162877
0.203070,0.663961,0.203070,0.404492
0.776513,0.933866,0.776513,0.545427
0.952940,0.272866,0.952940,0.207556
0.576281,0.520707,0.576281,0.136906
0.875912,0.087588,0.875912,0.292062
0.825922,0.000793,0.825922,0.512955
0.764611,0.171758,0.764611,0.175542
0.054628,0.540330,0.054628,0.739555
0.065584,0.252113,0.065584,0.594531
0.260048,0.525346,0.260048,0.111362
0.664479,0.363231,0.664479,0.305094
0.505875,0.768731,0.505875,0.014954
0.296121,0.616901,0.296121,0.008789
0.144414,0.842311,0.144414,0.917081
0.579791,0.096683,0.579791,0.403424
0.664418,0.533891,0.664418,0.477920
0.679342,0.877621,0.679342,0.358776
0.163579,0.429182,0.163579,0.789544
0.588244,0.170415,0.588244,0.217353
0.446303,0.618946,0.446303,0.738945
0.039949,0.591357,0.039949,0.220252
0.746300,0.530992,0.746300,0.496506
0.042848,0.556475,0.042848,0.057985
0.074221,0.887112,0.074221,0.129185
0.040620,0.801447,0.040620,0.546098
0.190405,0.785302,0.190405,0.338908
0.697134,0.025727,0.697134,0.426038
0.202490,0.906644,0.202490,0.325632
0.306864,0.662557,0.306864,0.290994
0.788018,0.847346,0.788018,0.775903
0.829890,0.773003,0.829890,0.636555
0.042116,0.575854,0.042116,0.975890
0.552080,0.065767,0.552080,0.036622
0.950224,0.014832,0.950224,0.049776
0.370312,0.041749,0.370312,0.444105
0.485672,0.748222,0.485672,0.323191
0.702567,0.263405,0.702567,0.616688
0.332347,0.853175,0.332347,0.811182
0.023072,0.749443,0.023072,0.667684
0.232398,0.857204,0.232398,0.831660
0.022523,0.494156,0.022523,0.741752
0.958861,0.820185,0.958861,0.743767
0.393170,0.112217,0.393170,0.815760
0.913236,0.541398,0.913236,0.810968
0.239021,0.608020,0.239021,0.624378
0.348277,0.891446,0.348277,0.189459
0.110996,0.270211,0.110996,0.711173
0.215613,0.269448,0.215613,0.041505
0.667074,0.691336,0.667074,0.604083
0.638386,0.184973,0.638386,0.773522
0.957366,0.912259,0.957366,0.116367
0.008820,0.965148,0.008820,0.399487
0.334452,0.691733,0.334452,0.772332
0.711051,0.586474,0.711051,0.029206
0.988464,0.901028,0.988464,0.358104
0.468612,0.632221,0.468612,0.481674
0.106998,0.043214,0.106998,0.597522
0.317240,0.374126,0.317240,0.023164
0.660787,0.898068,0.660787,0.952696
0.202429,0.979644,0.202429,0.230659
0.813349,0.291147,0.813349,0.550005
0.202155,0.843776,0.202155,0.980102
0.956389,0.988769,0.956389,0.230811
0.374401,0.046297,0.374401,0.559618
0.369976,0.717154,0.369976,0.727165
0.230049,0.933775,0.230049,0.907956
0.507584,0.307260,0.507584,0.962645
0.830256,0.826350,0.830256,0.977569
0.906369,0.964171,0.906369,0.478195
0.509354,0.850063,0.509354,0.222938
0.722129,0.661611,0.722129,0.982849
0.222327,0.893826,0.222327,0.214057
0.889798,0.661519,0.889798,0.029389
0.517624,0.691244,0.517624,0.374432
0.908170,0.158605,0.908170,0.815424
0.134648,0.027955,0.134648,0.844539
0.250465,0.049837,0.250465,0.108890
0.226600,0.073397,0.226600,0.469985
0.399213,0.829005,0.399213,0.298959
0.207923,0.838069,0.207923,0.914975
0.506516,0.606128,0.506516,0.571856
0.227119,0.755272,0.227119,0.900388
0.679189,0.252205,0.679189,0.211463
0.264382,0.388470,0.264382,0.567156
0.888913,0.668630,0.888913,0.025330
0.854183,0.263070,0.854183,0.964599
0.507401,0.181585,0.507401,0.895321
0.432997,0.823634,0.432997,0.663564
0.466536,0.061922,0.466536,0.453383
0.311899,0.515702,0.311899,0.494797
0.043519,0.169317,0.043519,0.882473
0.274331,0.993072,0.274331,0.412305
0.271126,0.722037,0.271126,0.842036
0.798578,0.449568,0.798578,0.481429
0.972716,0.191351,0.972716,0.519181
0.905606,0.076327,0.905606,0.992309
0.422376,0.321177,0.422376,0.804193
0.631611,0.643696,0.631611,0.698019
0.630360,0.272500,0.630360,0.591327
0.125675,0.208167,0.125675,0.178045
0.252846,0.892972,0.252846,0.204718
0.372509,0.944670,0.372509,0.326395
0.127384,0.111393,0.127384,0.949126
0.540056,0.103305,0.540056,0.964934
0.432966,0.457350,0.432966,0.785577
0.952055,0.091617,0.952055,0.581561
0.475082,0.705557,0.475082,0.132267
0.685873,0.681570,0.685873,0.193762
0.096011,0.645558,0.096011,0.790460
0.795038,0.341350,0.795038,0.336680
0.710044,0.976196,0.710044,0.994964
0.156896,0.692831,0.156896,0.176366
0.963317,0.325175,0.963317,0.590167
0.945433,0.093142,0.945433,0.748192
0.019318,0.393506,0.019318,0.330760
0.728599,0.342112,0.728599,0.320048
0.468886,0.225105,0.468886,0.307413
0.191321,0.513932,0.191321,0.880703
0.865383,0.601398,0.865383,0.497757
0.482955,0.914487,0.482955,0.752922
0.884793,0.560656,0.884793,0.441877
0.190008,0.163182,0.190008,0.331950
0.110996,0.042665,0.110996,0.043428
0.933775,0.400067,0.933775,0.948729
0.445875,0.658315,0.445875,0.495163
0.592914,0.617939,0.592914,0.858058
0.144414,0.583911,0.144414,0.329783
0.151280,0.119114,0.151280,0.351970
0.474960,0.581011,0.474960,0.595843
0.170507,0.097812,0.170507,0.998138
0.004242,0.140599,0.004242,0.158269
0.887570,0.346904,0.887570,0.002869
0.507706,0.752953,0.507706,0.124393
0.937529,0.090060,0.937529,0.699667
0.504501,0.301950,0.504501,0.394696
0.701193,0.938841,0.701193,0.162297
0.417707,0.584735,0.417707,0.338389
0.277749,0.974487,0.277749,0.943266
0.359508,0.956114,0.359508,0.594440
0.082430,0.955321,0.082430,0.936888
0.541368,0.098178,0.541368,0.997192
0.069155,0.648396,0.069155,0.367718
0.309091,0.914945,0.309091,0.627247
0.578204,0.286874,0.578204,0.903897
0.803064,0.551561,0.803064,0.987213
0.808863,0.151799,0.808863,0.895138
0.243385,0.539201,0.243385,0.302377
0.917081,0.279183,0.917081,0.736320
0.840052,0.064364,0.840052,0.946745
0.738090,0.292184,0.738090,0.355632
0.327982,0.363475,0.327982,0.993530
0.134159,0.357921,0.134159,0.827906
0.127384,0.242470,0.127384,0.891110
0.967223,0.269662,0.967223,0.112735
0.128788,0.721213,0.128788,0.263771
0.696371,0.653829,0.696371,0.918027
0.103183,0.803095,0.103183,0.837550
0.600757,0.301920,0.600757,0.688070
0.737236,0.369579,0.737236,0.490799
0.627125,0.627766,0.627125,0.716849
0.293313,0.199713,0.293313,0.430250
0.862423,0.249245,0.862423,0.386395
0.894925,0.114689,0.894925,0.491592
0.631519,0.695639,0.631519,0.530106
0.436567,0.247230,0.436567,0.565355
0.219947,0.239418,0.219947,0.920865
0.119022,0.436384,0.119022,0.147679
0.221351,0.853450,0.221351,0.884426
0.609638,0.746818,0.609638,0.015992
0.510330,0.292886,0.510330,0.037660
0.827113,0.113407,0.827113,0.030000
0.839991,0.302316,0.839991,0.151921
0.352092,0.110904,0.352092,0.057222
0.064638,0.947661,0.064638,0.141240
0.462020,0.848323,0.462020,0.023957
0.987487,0.073336,0.987487,0.175604
0.791436,0.988433,0.791436,0.091006
0.833125,0.884304,0.833125,0.919279
0.617054,0.892453,0.617054,0.954466
0.345439,0.652821,0.345439,0.894070
0.767998,0.889492,0.767998,0.271340
0.510086,0.550920,0.510086,0.967620
0.160863,0.671041,0.160863,0.210730
0.902219,0.607044,0.902219,0.966643
0.960051,0.810602,0.960051,0.129154
0.659108,0.788293,0.659108,0.415296
0.362590,0.408094,0.362590,0.371593
0.077761,0.207373,0.077761,0.398358
0.008698,0.859554,0.008698,0.197272
0.837794,0.454726,0.837794,0.549577
0.016663,0.751488,0.016663,0.830287
0.848720,0.055330,0.848720,0.164953
0.643086,0.880520,0.643086,0.635548
0.722922,0.051057,0.722922,0.440962
0.567949,0.397900,0.567949,0.419446
0.873226,0.707450,0.873226,0.837916
0.805017,0.078951,0.805017,0.855739
0.235450,0.345836,0.235450,0.568133
0.236671,0.717826,0.236671,0.036164
0.616199,0.300333,0.616199,0.209326
0.774377,0.646718,0.774377,0.146519
0.665456,0.000000,0.665456,0.442885
0.143468,0.380627,0.143468,0.267098
0.474166,0.175726,0.474166,0.917081
0.293802,0.386853,0.293802,0.298685
0.797113,0.192236,0.797113,0.235328
0.434400,0.979492,0.434400,0.013245
0.900296,0.505356,0.900296,0.069674
0.693991,0.338908,0.693991,0.229804
0.033753,0.243751,0.033753,0.398785
0.405866,0.656392,0.405866,0.115085
0.529313,0.916166,0.529313,0.871426
0.018342,0.403607,0.018342,0.609455
0.522965,0.243263,0.522965,0.294656
0.629658,0.727165,0.629658,0.977569
0.302744,0.114994,0.302744,0.247230
0.148259,0.968078,0.148259,0.484176
0.281320,0.672201,0.281320,0.817713
0.077975,0.306436,0.077975,0.195044
0.593616,0.513932,0.593616,0.467818
0.928068,0.530778,0.928068,0.902524
0.319559,0.029389,0.319559,0.020753
0.248421,0.932737,0.248421,0.176397
0.331645,0.855068,0.331645,0.774529
0.289834,0.326456,0.289834,0.539842
0.767663,0.456465,0.767663,0.739952
0.288980,0.193304,0.288980,0.769921
0.128208,0.835536,0.128208,0.004364
0.378674,0.951262,0.378674,0.323588
0.999634,0.362407,0.999634,0.219550
0.123020,0.349376,0.123020,0.888363
0.401318,0.732627,0.401318,0.215155
0.677511,0.987579,0.677511,0.058107
0.758690,0.048952,0.758690,0.737053
0.574297,0.960875,0.574297,0.133885
0.500595,0.028657,0.500595,0.310404
0.132176,0.629170,0.132176,0.049684
0.282144,0.335307,0.282144,0.228156
0.491928,0.511582,0.491928,0.423231
0.832301,0.036012,0.832301,0.664235
0.276376,0.306101,0.276376,0.731651
0.426496,0.183325,0.426496,0.911771
0.875546,0.034089,0.875546,0.612445
0.984375,0.522263,0.984375,0.746513
0.356731,0.309824,0.356731,0.289132
0.792383,0.322398,0.792383,0.915006
0.999969,0.734947,0.999969,0.122074
0.851405,0.334880,0.851405,0.747856
0.457778,0.418073,0.457778,0.284310
0.849483,0.874477,0.849483,0.898160
0.540605,0.619343,0.540605,0.562212
0.759514,0.026521,0.759514,0.204535
0.626850,0.519913,0.626850,0.281320
0.061769,0.979156,0.061769,0.679739
0.698141,0.116428,0.698141,0.357250
0.591632,0.479965,0.591632,0.623585
0.999298,0.240699,0.999298,0.471267
0.012238,0.418531,0.012238,0.861476
0.323649,0.704123,0.323649,0.371166
0.912229,0.532975,0.912229,0.107608
0.923246,0.567217,0.923246,0.297098
0.528123,0.242317,0.528123,0.453291
0.043672,0.534196,0.043672,0.532304
0.092349,0.603412,0.092349,0.980102
0.084719,0.472488,0.084719,0.078829
0.805689,0.392865,0.805689,0.498276
0.385113,0.057253,0.385113,0.458480
0.434858,0.314249,0.434858,0.410047
0.632801,0.540910,0.632801,0.638417
0.535417,0.329997,0.535417,0.697806
0.900204,0.647694,0.900204,0.082003
0.299112,0.118503,0.299112,0.037355
0.304239,0.593158,0.304239,0.924680
0.026887,0.656148,0.026887,0.036348
0.291604,0.228767,0.291604,0.274606
0.226173,0.924314,0.226173,0.597461
0.548814,0.311319,0.548814,0.638508
0.333872,0.741386,0.333872,0.406690
0.537431,0.897580,0.537431,0.472457
0.063723,0.719840,0.063723,0.546617
0.654134,0.863735,0.654134,0.857692
0.379223,0.348277,0.379223,0.234718
0.016053,0.549974,0.016053,0.301218
0.091098,0.198370,0.091098,0.686697
0.870724,0.530045,0.870724,0.661916
0.079989,0.256996,0.079989,0.104587
0.631367,0.505753,0.631367,0.200964
0.144230,0.383251,0.144230,0.790307
0.537004,0.326365,0.537004,0.757958
0.472335,0.890378,0.472335,0.383648
0.937590,0.133396,0.937590,0.051271
0.740776,0.252907,0.740776,0.225806
0.204230,0.629994,0.204230,0.104373
0.836573,0.938688,0.836573,0.847468
0.264321,0.475387,0.264321,0.796136
0.204932,0.365825,0.204932,0.582202
0.761650,0.804621,0.761650,0.536851
0.822108,0.984863,0.822108,0.304727
0.841609,0.872921,0.841609,0.068972
0.792657,0.485580,0.792657,0.294168
0.561327,0.825251,0.561327,0.392895
0.572527,0.129368,0.572527,0.222388
0.924833,0.590960,0.924833,0.817743
0.816431,0.205878,0.816431,0.267190
0.543199,0.903226,0.543199,0.137028
0.850581,0.615314,0.850581,0.350658
0.919797,0.443464,0.919797,0.929746
0.770409,0.575396,0.770409,0.502396
0.360179,0.111148,0.360179,0.985748
0.163121,0.453352,0.163121,0.347850
0.507645,0.418104,0.507645,0.856807
0.455458,0.723014,0.455458,0.721610
0.503006,0.008087,0.503006,0.532365
0.886196,0.046693,0.886196,0.405560
0.769982,0.301431,0.769982,0.240211
0.103977,0.482528,0.103977,0.992340
0.425306,0.264351,0.425306,0.372356
0.389904,0.816187,0.389904,0.873501
0.313761,0.303751,0.313761,0.535722
0.505112,0.018006,0.505112,0.352824
0.668599,0.286569,0.668599,0.728019
0.163518,0.825159,0.163518,0.884640
0.396374,0.684317,0.396374,0.638447
0.129551,0.448439,0.129551,0.437025
0.987365,0.842708,0.987365,0.073550
0.940580,0.404584,0.940580,0.980193
0.050539,0.376110,0.050539,0.508011
0.254677,0.473006,0.254677,0.099582
0.473861,0.687094,0.473861,0.760277
0.823511,0.778039,0.823511,0.734489
0.209387,0.610950,0.209387,0.793512
0.089541,0.995849,0.089541,0.040864
0.683340,0.185278,0.683340,0.641316
0.409101,0.686605,0.409101,0.380108
0.831446,0.544542,0.831446,0.458480
0.899777,0.751305,0.899777,0.431898
0.758904,0.939360,0.758904,0.696829
0.913205,0.013977,0.913205,0.432844
0.025605,0.881375,0.025605,0.405927
0.132633,0.928709,0.132633,0.539445
0.556475,0.412519,0.556475,0.658895
0.295755,0.411481,0.295755,0.316660
0.176244,0.499741,0.176244,0.103244
0.542131,0.797479,0.542131,0.350963
0.769982,0.554399,0.769982,0.636555
0.385968,0.922941,0.385968,0.988769
0.067995,0.076815,0.067995,0.207343
0.313791,0.332163,0.313791,0.199591
0.056185,0.425947,0.056185,0.740806
0.007050,0.609760,0.007050,0.564531
0.010987,0.713645,0.010987,0.189550
0.189856,0.837367,0.189856,0.389233
0.159734,0.824458,0.159734,0.709586
0.101474,0.175970,0.101474,0.942534
0.965697,0.559954,0.965697,0.960723
0.594165,0.572741,0.594165,0.819453
0.038209,0.908475,0.038209,0.532762
0.855739,0.593188,0.855739,0.429579
0.667959,0.439436,0.667959,0.496048
0.757225,0.378063,0.757225,0.610462
0.987030,0.822993,0.987030,0.077212
0.825556,0.725547,0.825556,0.365673
0.754082,0.474502,0.754082,0.460219
0.841182,0.298105,0.841182,0.728294
0.764519,0.324198,0.764519,0.711814
0.060762,0.954802,0.060762,0.749016
0.885678,0.711509,0.885678,0.832453
0.064791,0.207862,0.064791,0.609577
0.716910,0.404736,0.716910,0.932218
0.230323,0.805261,0.230323,0.860988
0.874813,0.745537,0.874813,0.531327
0.828547,0.437269,0.828547,0.786737
0.903317,0.918485,0.903317,0.986175
0.747398,0.568834,0.747398,0.891232
0.808893,0.345531,0.808893,0.039888
0.839442,0.396374,0.839442,0.512833
0.220710,0.205695,0.220710,0.498337
0.894223,0.930021,0.894223,0.562487
0.175756,0.079318,0.175756,0.030671
0.236152,0.200354,0.236152,0.386670
0.529038,0.717948,0.529038,0.095340
0.947172,0.590838,0.947172,0.755852
0.988647,0.938505,0.988647,0.990692
0.714103,0.294443,0.714103,0.977722
0.776055,0.643117,0.776055,0.030732
0.301767,0.895962,0.301767,0.135441
0.911130,0.963469,0.911130,0.846278
0.650227,0.078890,0.650227,0.451125
0.122410,0.530412,0.122410,0.810114
0.597736,0.457564,0.597736,0.773797
0.382214,0.868526,0.382214,0.588336
0.228156,0.534104,0.228156,0.192877
0.066713,0.915464,0.066713,0.815882
0.843898,0.780511,0.843898,0.776452
0.741295,0.666707,0.741295,0.897244
0.563189,0.845546,0.563189,0.434523
0.570452,0.945067,0.570452,0.932463
0.543168,0.887082,0.543168,0.907254
0.353130,0.294992,0.353130,0.767724
0.827204,0.028718,0.827204,0.878353
0.182867,0.002441,0.182867,0.171239
0.817682,0.942259,0.817682,0.213233
0.732902,0.239143,0.732902,0.134037
0.373699,0.554277,0.373699,0.322398
0.166295,0.332194,0.166295,0.295633
0.533677,0.878567,0.533677,0.649617
0.671163,0.158666,0.671163,0.494888
0.862941,0.972900,0.862941,0.285318
0.620808,0.665120,0.620808,0.445845
0.426527,0.021088,0.426527,0.704856
0.358867,0.512040,0.358867,0.538377
0.386700,0.540300,0.386700,0.631611
0.609455,0.843471,0.609455,0.764153
0.225745,0.712607,0.225745,0.025513
0.512345,0.181433,0.512345,0.767144
0.593493,0.842372,0.593493,0.196295
0.283090,0.445692,0.283090,0.019684
0.780053,0.938261,0.780053,0.041536
0.498306,0.097934,0.498306,0.123173
0.813410,0.420057,0.813410,0.410260
0.005585,0.411664,0.005585,0.233711
0.182165,0.950926,0.182165,0.590930
0.458937,0.866482,0.458937,0.613056
0.183142,0.394299,0.183142,0.924986
0.478622,0.667623,0.478622,0.304270
0.894101,0.896023,0.894101,0.544939
0.436659,0.390698,0.436659,0.932676
0.771203,0.091220,0.771203,0.237678
0.866756,0.751000,0.866756,0.631397
0.871914,0.436567,0.871914,0.432966
0.499466,0.498184,0.499466,0.092410
0.702506,0.667013,0.702506,0.316324
0.922452,0.435652,0.922452,0.742149
0.690817,0.378094,0.690817,0.067690
0.865596,0.565294,0.865596,0.042207
0.283761,0.732841,0.283761,0.224525
0.111057,0.356761,0.111057,0.915433
0.670186,0.293771,0.670186,0.170019
0.028687,0.142247,0.028687,0.296335
0.128300,0.980071,0.128300,0.746605
0.735923,0.635823,0.735923,0.807184
0.998566,0.149358,0.998566,0.993988
0.882931,0.578082,0.882931,0.558580
0.281045,0.805048,0.281045,0.012543
0.063051,0.505600,0.063051,0.075259
0.858547,0.928129,0.858547,0.951781
0.847713,0.645619,0.847713,0.347087
0.343638,0.934294,0.343638,0.123203
0.446577,0.935301,0.446577,0.004517
0.551927,0.255959,0.551927,0.238929
0.992889,0.166540,0.992889,0.619648
0.599261,0.049287,0.599261,0.774926
0.453413,0.255348,0.453413,0.131718
0.624653,0.026307,0.624653,0.459120
0.163701,0.636433,0.163701,0.398267
0.137791,0.411756,0.137791,0.884915
0.988342,0.782617,0.988342,0.870602
0.991821,0.025239,0.991821,0.249214
0.105838,0.849574,0.105838,0.394635
0.980804,0.488327,0.980804,0.215949
0.419080,0.445174,0.419080,0.136784
0.062593,0.556413,0.062593,0.904263
0.590289,0.524125,0.590289,0.634693
0.206366,0.575823,0.206366,0.001648
0.701224,0.407483,0.701224,0.972961
0.865352,0.065920,0.865352,0.002533
0.538438,0.927122,0.538438,0.083956
0.074343,0.426099,0.074343,0.571276
0.503281,0.695364,0.503281,0.173681
0.172552,0.767663,0.172552,0.030519
0.147130,0.499374,0.147130,0.272378
0.151128,0.871059,0.151128,0.974731
0.331614,0.820917,0.331614,0.910520
0.625874,0.267861,0.625874,0.007935
0.013581,0.480544,0.013581,0.919370
0.434858,0.447768,0.434858,0.607685
0.655507,0.407544,0.655507,0.356914
0.861080,0.190558,0.861080,0.112644
0.260353,0.534135,0.260353,0.558702
0.480178,0.023286,0.480178,0.836512
0.032075,0.815088,0.032075,0.313364
0.633045,0.802210,0.633045,0.305734
0.660451,0.372387,0.660451,0.163701
0.523484,0.419813,0.523484,0.623280
0.231422,0.764611,0.231422,0.832270
0.940855,0.636921,0.940855,0.956542
0.762230,0.381512,0.762230,0.772179
0.607776,0.039583,0.607776,0.150761
0.361461,0.963561,0.361461,0.842952
0.152684,0.121311,0.152684,0.467452
0.014405,0.246437,0.014405,0.111240
0.707663,0.489944,0.707663,0.447432
0.993042,0.730674,0.993042,0.776727
0.130894,0.199713,0.130894,0.899289
0.891232,0.575976,0.891232,0.222633
0.854488,0.208289,0.854488,0.012452
0.284860,0.621021,0.284860,0.191839
0.356945,0.958892,0.356945,0.595843
0.017121,0.527757,0.017121,0.087405
0.261086,0.087130,0.261086,0.440748
0.108524,0.051027,0.108524,0.398511
0.056429,0.253243,0.056429,0.809320
0.292123,0.433210,0.292123,0.251137
0.447096,0.099002,0.447096,0.047823
0.173559,0.923490,0.173559,0.083926
0.324168,0.329783,0.324168,0.324961
0.016480,0.422620,0.016480,0.448866
0.363689,0.921567,0.363689,0.495041
0.152379,0.252388,0.152379,0.937193
0.249031,0.453017,0.249031,0.086306
0.015961,0.050081,0.015961,0.230018
0.518723,0.562517,0.518723,0.414319
0.805261,0.788171,0.805261,0.274331
0.039003,0.530137,0.039003,0.820093
0.766656,0.918607,0.766656,0.583575
0.101627,0.984710,0.101627,0.033418
0.105289,0.642537,0.105289,0.663442
0.146336,0.735832,0.146336,0.661214
0.520035,0.304849,0.520035,0.562853
0.108615,0.730949,0.108615,0.800684
0.363659,0.913572,0.363659,0.549455
0.392315,0.137333,0.392315,0.777764
0.428022,0.784478,0.428022,0.910703
0.467391,0.549211,0.467391,0.010224
0.354259,0.310617,0.354259,0.879330
0.092410,0.319620,0.092410,0.996124
0.667867,0.856899,0.667867,0.684408
0.162358,0.017548,0.162358,0.426862
0.438948,0.779443,0.438948,0.726920
0.181188,0.010071,0.181188,0.425764
0.567248,0.570299,0.567248,0.880703
0.359600,0.169103,0.359600,0.911100
0.692465,0.126988,0.692465,0.918088
0.337474,0.703726,0.337474,0.084445
0.729240,0.146825,0.729240,0.060732
0.531754,0.117008,0.531754,0.044069
0.027406,0.646718,0.027406,0.655568
0.109043,0.288186,0.109043,0.523118
0.157231,0.607410,0.157231,0.975249
0.583209,0.679586,0.583209,0.752800
0.319346,0.743278,0.319346,0.144169
0.037996,0.668661,0.037996,0.450880
0.380108,0.396680,0.380108,0.189245
0.974883,0.005097,0.974883,0.934843
0.531663,0.557665,0.531663,0.215552
0.785485,0.392865,0.785485,0.360088
0.577105,0.008271,0.577105,0.707297
0.849422,0.197028,0.849422,0.083468
0.840693,0.592273,0.840693,0.953429
0.256783,0.276131,0.256783,0.151311
0.702841,0.609577,0.702841,0.598407
0.156011,0.938932,0.156011,0.912809
0.760552,0.335765,0.760552,0.318278
0.726341,0.026429,0.726341,0.758263
0.612293,0.666768,0.612293,0.621052
0.775597,0.119236,0.775597,0.982513
0.268349,0.888180,0.268349,0.772759
0.962798,0.869259,0.962798,0.772912
0.185888,0.569933,0.185888,0.848109
0.645711,0.456771,0.645711,0.322977
0.929136,0.585803,0.929136,0.906339
0.353771,0.172613,0.353771,0.070376
0.454451,0.257912,0.454451,0.291910
0.885525,0.125126,0.885525,0.060396
0.020661,0.626301,0.020661,0.060427
0.031220,0.072207,0.031220,0.434065
0.724113,0.843440,0.724113,0.529344
0.920804,0.378216,0.920804,0.041566
0.658742,0.693686,0.658742,0.953581
0.996155,0.096225,0.996155,0.180486
0.701437,0.237983,0.701437,0.326609
0.609027,0.174902,0.609027,0.459059
0.922025,0.583270,0.922025,0.306040
0.243660,0.790551,0.243660,0.784478
0.618458,0.777001,0.618458,0.264443
0.364299,0.804163,0.364299,0.476089
0.977020,0.826716,0.977020,0.465163
0.888058,0.343486,0.888058,0.503891
0.357433,0.844600,0.357433,0.363048
0.282357,0.510025,0.282357,0.851619
0.203131,0.316935,0.203131,0.030244
0.287759,0.211035,0.287759,0.004975
0.576220,0.498795,0.576220,0.707022
0.265572,0.116611,0.265572,0.565233
0.317728,0.933348,0.317728,0.477493
0.170385,0.741752,0.170385,0.987121
0.832881,0.096469,0.832881,0.070437
0.147923,0.653188,0.147923,0.442305
0.500992,0.166448,0.500992,0.785089
